timestamp,waterLevel,temperature,ph,tds,turbidity,waterFlow
2023-01-01T00:00:00,36.9958089216865,26.58404592200852,6.256301788289371,345.5814756028765,14.33200453695023,8.181906569059588
2023-01-01T01:00:00,24.33409755380894,26.92196642469554,6.417894381048978,370.1816745738474,9.758218475560618,6.733568044749863
2023-01-01T02:00:00,39.83987685906483,23.143123302953445,7.727314930533394,356.26846781234707,6.865523130897293,9.56787397422994
2023-01-01T03:00:00,46.202798376142496,26.300568671797855,7.728059448955081,302.57092721264485,11.430628341110825,8.707970037080102
2023-01-01T04:00:00,27.88651102873829,28.716527296124056,6.334728432035296,334.09979498924827,6.057968347777555,7.186687630393575
2023-01-01T05:00:00,64.96806178331761,29.070058320742007,7.97637131294286,365.81566714801994,5.231252139787617,7.262839357922184
2023-01-01T06:00:00,57.009025133144696,27.861682050132572,7.587005595172942,394.2820455718236,11.581661205109473,3.0906194623154972
2023-01-01T07:00:00,7.583870277086369,27.34074778868623,6.2356074503495735,382.9204680745826,13.816443441557874,1.076552959827508
2023-01-01T08:00:00,61.69615845114434,21.74498485655284,7.058496633772468,327.24158019206664,12.565403504196588,6.326073360968187
2023-01-01T09:00:00,83.5444032761201,29.960736628210135,7.22851082969817,312.37712203860684,11.910060962120394,8.026634864098796
2023-01-01T10:00:00,62.16839638883452,27.041228504311395,7.860167319569251,302.23210217524394,8.232286691525834,6.076035667186103
2023-01-01T11:00:00,90.59400408432722,21.242412338528144,6.620117299615506,308.2588566924379,13.0843600637822,2.360917014420857
2023-01-01T12:00:00,38.97403319905938,25.313609477413507,7.501973560621879,323.04259561510463,9.051012056844877,9.16631026426597
2023-01-01T13:00:00,43.485508769302925,24.03725034417667,7.835387113093892,369.2639702916842,5.434973417197648,4.7865120457592365
2023-01-01T14:00:00,49.41749400942289,21.762429101009392,6.008948164636218,318.5365072202836,14.207180422236117,9.686198199358431
